symbol,source_symbol,company_name,sector_code,industry_code,last_price,rank,market_cap
AIG,AIG,AIG,UNKNOWN,UNKNOWN,0.0,0,0.0
AIN,AIN,AIN,UNKNOWN,UNKNOWN,0.0,0,0.0
AIOT,AIOT,AIOT,UNKNOWN,UNKNOWN,0.0,0,0.0
AIP,AIP,AIP,UNKNOWN,UNKNOWN,0.0,0,0.0
AIR,AIR,AIR,UNKNOWN,UNKNOWN,0.0,0,0.0
AIRG,AIRG,AIRG,UNKNOWN,UNKNOWN,0.0,0,0.0
AIRJ,AIRJ,AIRJ,UNKNOWN,UNKNOWN,0.0,0,0.0
AIRS,AIRS,AIRS,UNKNOWN,UNKNOWN,0.0,0,0.0
AIT,AIT,AIT,UNKNOWN,UNKNOWN,0.0,0,0.0
AIV,AIV,AIV,UNKNOWN,UNKNOWN,0.0,0,0.0
AIZ,AIZ,AIZ,UNKNOWN,UNKNOWN,0.0,0,0.0
AJG,AJG,AJG,UNKNOWN,UNKNOWN,0.0,0,0.0
AKAM,AKAM,AKAM,UNKNOWN,UNKNOWN,0.0,0,0.0
AKR,AKR,AKR,UNKNOWN,UNKNOWN,0.0,0,0.0
ALAB,ALAB,ALAB,UNKNOWN,UNKNOWN,0.0,0,0.0
ALAR,ALAR,ALAR,UNKNOWN,UNKNOWN,0.0,0,0.0
ALB,ALB,ALB,UNKNOWN,UNKNOWN,0.0,0,0.0
ALC,ALC,ALC,UNKNOWN,UNKNOWN,0.0,0,0.0
ALCO,ALCO,ALCO,UNKNOWN,UNKNOWN,0.0,0,0.0
ALG,ALG,ALG,UNKNOWN,UNKNOWN,0.0,0,0.0
ALGM,ALGM,ALGM,UNKNOWN,UNKNOWN,0.0,0,0.0
ALGN,ALGN,ALGN,UNKNOWN,UNKNOWN,0.0,0,0.0
ALGT,ALGT,ALGT,UNKNOWN,UNKNOWN,0.0,0,0.0
ALHC,ALHC,ALHC,UNKNOWN,UNKNOWN,0.0,0,0.0
ALK,ALK,ALK,UNKNOWN,UNKNOWN,0.0,0,0.0
ALKS,ALKS,ALKS,UNKNOWN,UNKNOWN,0.0,0,0.0
ALKT,ALKT,ALKT,UNKNOWN,UNKNOWN,0.0,0,0.0
ALL,ALL,ALL,UNKNOWN,UNKNOWN,0.0,0,0.0
ALLE,ALLE,ALLE,UNKNOWN,UNKNOWN,0.0,0,0.0
ALLT,ALLT,ALLT,UNKNOWN,UNKNOWN,0.0,0,0.0
ALLY,ALLY,ALLY,UNKNOWN,UNKNOWN,0.0,0,0.0
ALMS,ALMS,ALMS,UNKNOWN,UNKNOWN,0.0,0,0.0
ALMU,ALMU,ALMU,UNKNOWN,UNKNOWN,0.0,0,0.0
ALNT,ALNT,ALNT,UNKNOWN,UNKNOWN,0.0,0,0.0
ALNY,ALNY,ALNY,UNKNOWN,UNKNOWN,0.0,0,0.0
ALOT,ALOT,ALOT,UNKNOWN,UNKNOWN,0.0,0,0.0
ALRM,ALRM,ALRM,UNKNOWN,UNKNOWN,0.0,0,0.0
ALRS,ALRS,ALRS,UNKNOWN,UNKNOWN,0.0,0,0.0
ALSN,ALSN,ALSN,UNKNOWN,UNKNOWN,0.0,0,0.0
ALTG,ALTG,ALTG,UNKNOWN,UNKNOWN,0.0,0,0.0
ALTO,ALTO,ALTO,UNKNOWN,UNKNOWN,0.0,0,0.0
ALV,ALV,ALV,UNKNOWN,UNKNOWN,0.0,0,0.0
ALVO,ALVO,ALVO,UNKNOWN,UNKNOWN,0.0,0,0.0
ALX,ALX,ALX,UNKNOWN,UNKNOWN,0.0,0,0.0
AM,AM,AM,UNKNOWN,UNKNOWN,0.0,0,0.0
AMAL,AMAL,AMAL,UNKNOWN,UNKNOWN,0.0,0,0.0
AMAT,AMAT,AMAT,UNKNOWN,UNKNOWN,0.0,0,0.0
AMBA,AMBA,AMBA,UNKNOWN,UNKNOWN,0.0,0,0.0
AMBP,AMBP,AMBP,UNKNOWN,UNKNOWN,0.0,0,0.0
AMCR,AMCR,AMCR,UNKNOWN,UNKNOWN,0.0,0,0.0
AMCX,AMCX,AMCX,UNKNOWN,UNKNOWN,0.0,0,0.0
AMD,AMD,AMD,UNKNOWN,UNKNOWN,0.0,0,0.0
AME,AME,AME,UNKNOWN,UNKNOWN,0.0,0,0.0
AMG,AMG,AMG,UNKNOWN,UNKNOWN,0.0,0,0.0
AMGN,AMGN,AMGN,UNKNOWN,UNKNOWN,0.0,0,0.0
AMH,AMH,AMH,UNKNOWN,UNKNOWN,0.0,0,0.0
AMKR,AMKR,AMKR,UNKNOWN,UNKNOWN,0.0,0,0.0
AMLX,AMLX,AMLX,UNKNOWN,UNKNOWN,0.0,0,0.0
AMN,AMN,AMN,UNKNOWN,UNKNOWN,0.0,0,0.0
AMP,AMP,AMP,UNKNOWN,UNKNOWN,0.0,0,0.0
AMPG,AMPG,AMPG,UNKNOWN,UNKNOWN,0.0,0,0.0
AMPH,AMPH,AMPH,UNKNOWN,UNKNOWN,0.0,0,0.0
AMPL,AMPL,AMPL,UNKNOWN,UNKNOWN,0.0,0,0.0
AMPX,AMPX,AMPX,UNKNOWN,UNKNOWN,0.0,0,0.0
AMPY,AMPY,AMPY,UNKNOWN,UNKNOWN,0.0,0,0.0
AMR,AMR,AMR,UNKNOWN,UNKNOWN,0.0,0,0.0
AMRC,AMRC,AMRC,UNKNOWN,UNKNOWN,0.0,0,0.0
AMRN,AMRN,AMRN,UNKNOWN,UNKNOWN,0.0,0,0.0
AMRX,AMRX,AMRX,UNKNOWN,UNKNOWN,0.0,0,0.0
AMSC,AMSC,AMSC,UNKNOWN,UNKNOWN,0.0,0,0.0
AMSF,AMSF,AMSF,UNKNOWN,UNKNOWN,0.0,0,0.0
AMT,AMT,AMT,UNKNOWN,UNKNOWN,0.0,0,0.0
AMTB,AMTB,AMTB,UNKNOWN,UNKNOWN,0.0,0,0.0
AMTM,AMTM,AMTM,UNKNOWN,UNKNOWN,0.0,0,0.0
AMWL,AMWL,AMWL,UNKNOWN,UNKNOWN,0.0,0,0.0
AMX,AMX,AMX,UNKNOWN,UNKNOWN,0.0,0,0.0
AMZN,AMZN,AMZN,UNKNOWN,UNKNOWN,0.0,0,0.0
AN,AN,AN,UNKNOWN,UNKNOWN,0.0,0,0.0
ANAB,ANAB,ANAB,UNKNOWN,UNKNOWN,0.0,0,0.0
ANDE,ANDE,ANDE,UNKNOWN,UNKNOWN,0.0,0,0.0
ANET,ANET,ANET,UNKNOWN,UNKNOWN,0.0,0,0.0
ANF,ANF,ANF,UNKNOWN,UNKNOWN,0.0,0,0.0
ANGI,ANGI,ANGI,UNKNOWN,UNKNOWN,0.0,0,0.0
ANGO,ANGO,ANGO,UNKNOWN,UNKNOWN,0.0,0,0.0
ANIK,ANIK,ANIK,UNKNOWN,UNKNOWN,0.0,0,0.0
ANIP,ANIP,ANIP,UNKNOWN,UNKNOWN,0.0,0,0.0
ANL,ANL,ANL,UNKNOWN,UNKNOWN,0.0,0,0.0
ANNA,ANNA,ANNA,UNKNOWN,UNKNOWN,0.0,0,0.0
ANNX,ANNX,ANNX,UNKNOWN,UNKNOWN,0.0,0,0.0
ANRO,ANRO,ANRO,UNKNOWN,UNKNOWN,0.0,0,0.0
ANTX,ANTX,ANTX,UNKNOWN,UNKNOWN,0.0,0,0.0
AOMR,AOMR,AOMR,UNKNOWN,UNKNOWN,0.0,0,0.0
AON,AON,AON,UNKNOWN,UNKNOWN,0.0,0,0.0
AORT,AORT,AORT,UNKNOWN,UNKNOWN,0.0,0,0.0
AOS,AOS,AOS,UNKNOWN,UNKNOWN,0.0,0,0.0
AOSL,AOSL,AOSL,UNKNOWN,UNKNOWN,0.0,0,0.0
AOUT,AOUT,AOUT,UNKNOWN,UNKNOWN,0.0,0,0.0
AP,AP,AP,UNKNOWN,UNKNOWN,0.0,0,0.0
APA,APA,APA,UNKNOWN,UNKNOWN,0.0,0,0.0
APAM,APAM,APAM,UNKNOWN,UNKNOWN,0.0,0,0.0
APD,APD,APD,UNKNOWN,UNKNOWN,0.0,0,0.0
APEI,APEI,APEI,UNKNOWN,UNKNOWN,0.0,0,0.0
APG,APG,APG,UNKNOWN,UNKNOWN,0.0,0,0.0
APGE,APGE,APGE,UNKNOWN,UNKNOWN,0.0,0,0.0
APH,APH,APH,UNKNOWN,UNKNOWN,0.0,0,0.0
API,API,API,UNKNOWN,UNKNOWN,0.0,0,0.0
APLD,APLD,APLD,UNKNOWN,UNKNOWN,0.0,0,0.0
APLE,APLE,APLE,UNKNOWN,UNKNOWN,0.0,0,0.0
APO,APO,APO,UNKNOWN,UNKNOWN,0.0,0,0.0
APOG,APOG,APOG,UNKNOWN,UNKNOWN,0.0,0,0.0
