trade_date,graph_layer,community_count,min_member_count,avg_member_count,max_member_count,shard_file
2025-01-28,large_trade_alignment_graph,2,2,2.6,3,community_member_symbols/2025-01-28__large_trade_alignment_graph.csv
2025-01-28,return_corr_graph,2741,2,2541.060519148131,3199,community_member_symbols/2025-01-28__return_corr_graph.csv
2025-01-28,volume_expansion_graph,3688,2,113.16250746268656,499,community_member_symbols/2025-01-28__volume_expansion_graph.csv
2025-01-29,dtw_return_similarity_graph,264,2,46.185773018453006,74,community_member_symbols/2025-01-29__dtw_return_similarity_graph.csv
2025-01-29,dtw_trade_flow_similarity_graph,727,2,44.06289993192648,95,community_member_symbols/2025-01-29__dtw_trade_flow_similarity_graph.csv
2025-01-29,flow_alignment_graph,550,2,3392.441627275124,3628,community_member_symbols/2025-01-29__flow_alignment_graph.csv
2025-01-29,large_trade_alignment_graph,9,2,2.0,2,community_member_symbols/2025-01-29__large_trade_alignment_graph.csv
2025-01-29,return_corr_graph,2267,2,2620.175297238872,3171,community_member_symbols/2025-01-29__return_corr_graph.csv
2025-01-29,volume_expansion_graph,3312,2,123.72927273870137,481,community_member_symbols/2025-01-29__volume_expansion_graph.csv
2025-01-30,dtw_return_similarity_graph,247,2,47.43637051755133,78,community_member_symbols/2025-01-30__dtw_return_similarity_graph.csv
2025-01-30,dtw_trade_flow_similarity_graph,739,2,43.34632152588556,89,community_member_symbols/2025-01-30__dtw_trade_flow_similarity_graph.csv
2025-01-30,flow_alignment_graph,470,2,3419.2102864682065,3573,community_member_symbols/2025-01-30__flow_alignment_graph.csv
2025-01-30,large_trade_alignment_graph,15,2,2.72972972972973,4,community_member_symbols/2025-01-30__large_trade_alignment_graph.csv
2025-01-30,return_corr_graph,2368,2,2557.1296654423704,3163,community_member_symbols/2025-01-30__return_corr_graph.csv
2025-01-30,volume_expansion_graph,3507,2,113.91507798960139,484,community_member_symbols/2025-01-30__volume_expansion_graph.csv
2025-01-31,dtw_return_similarity_graph,248,2,46.06349206349206,66,community_member_symbols/2025-01-31__dtw_return_similarity_graph.csv
2025-01-31,dtw_trade_flow_similarity_graph,696,2,42.26436452213784,81,community_member_symbols/2025-01-31__dtw_trade_flow_similarity_graph.csv
2025-01-31,flow_alignment_graph,526,2,3419.5321496502756,3590,community_member_symbols/2025-01-31__flow_alignment_graph.csv
2025-01-31,return_corr_graph,2465,2,2468.5736916621618,3160,community_member_symbols/2025-01-31__return_corr_graph.csv
2025-01-31,volume_expansion_graph,3423,2,122.0214908510377,491,community_member_symbols/2025-01-31__volume_expansion_graph.csv
